Year,Sport,Event,Bronze,Silver,Gold
1992,Swimming,Swimming Women's 400 metres Individual Medley,USA,China,Hungary
1992,Swimming,Swimming Women's 50 metres Freestyle,USA,China,China
1992,Swimming,Swimming Women's 800 metres Freestyle,Germany,Australia,USA
1992,Synchronized Swimming,Synchronized Swimming Women's Duet,Japan,Canada,USA
1992,Synchronized Swimming,Synchronized Swimming Women's Solo,Japan,Data Missing,Canada
1992,Table Tennis,Table Tennis Men's Doubles,South Korea,Germany,China
1992,Table Tennis,Table Tennis Men's Singles,China,France,Sweden
1992,Table Tennis,Table Tennis Women's Doubles,South Korea,China,China
1992,Table Tennis,Table Tennis Women's Singles,South Korea,China,China
1992,Tennis,Tennis Men's Doubles,Argentina,South Africa,Germany
1992,Tennis,Tennis Men's Singles,Croatia,Spain,Switzerland
1992,Tennis,Tennis Women's Doubles,Australia,Spain,USA
1992,Tennis,Tennis Women's Singles,Spain,Germany,USA
1992,Volleyball,Volleyball Men's Volleyball,USA,Netherlands,Brazil
1992,Volleyball,Volleyball Women's Volleyball,USA,Russia,Cuba
1992,Water Polo,Water Polo Men's Water Polo,Russia,Spain,Italy
1992,Weightlifting,Weightlifting Men's Bantamweight,China,China,South Korea
1992,Weightlifting,Weightlifting Men's Featherweight,China,Bulgaria,Turkey
1992,Weightlifting,Weightlifting Men's Flyweight,Romania,China,Bulgaria
1992,Weightlifting,Weightlifting Men's Heavyweight I,Poland,Russia,Russia
1992,Weightlifting,Weightlifting Men's Heavyweight II,Bulgaria,Russia,Germany
1992,Weightlifting,Weightlifting Men's Light-Heavyweight,Data Missing,Poland,Greece
1992,Weightlifting,Weightlifting Men's Lightweight,Germany,Bulgaria,Russia
1992,Weightlifting,Weightlifting Men's Middle-Heavyweight,Poland,Russia,Russia
1992,Weightlifting,Weightlifting Men's Middleweight,North Korea,Cuba,Russia
1992,Weightlifting,Weightlifting Men's Super-Heavyweight,Germany,Russia,Russia
1992,Wrestling,"Wrestling Men's Bantamweight, Freestyle",North Korea,Russia,Cuba
1992,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",China,Germany,South Korea
1992,Wrestling,"Wrestling Men's Featherweight, Freestyle",Cuba,Iran,USA
1992,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Cuba,Russia,Turkey
1992,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bulgaria,USA,North Korea
1992,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",South Korea,Russia,Norway
1992,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Turkey,Germany,Russia
1992,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Russia,USA,Cuba
1992,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Russia,South Korea,North Korea
1992,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Cuba,Italy,Russia
1992,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",USA,Turkey,Russia
1992,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Russia,Turkey,Germany
1992,Wrestling,"Wrestling Men's Lightweight, Freestyle",Japan,Bulgaria,Russia
1992,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",USA,Russia,Hungary
1992,Wrestling,"Wrestling Men's Middleweight, Freestyle",Iran,Russia,USA
1992,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Russia,Poland,Hungary
1992,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Russia,Canada,USA
1992,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Romania,Sweden,Russia
1992,Wrestling,"Wrestling Men's Welterweight, Freestyle",Iran,USA,South Korea
1992,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Sweden,Poland,Russia
1996,Archery,Archery Men's Individual,South Korea,Sweden,USA
1996,Archery,Archery Men's Team,Italy,South Korea,USA
1996,Archery,Archery Women's Individual,Ukraine,China,South Korea
1996,Archery,Archery Women's Team,Poland,Germany,South Korea
1996,Athletics,"Athletics Men's 1,500 metres",Kenya,Spain,Algeria
1996,Athletics,"Athletics Men's 10,000 metres",Morocco,Kenya,Ethiopia
1996,Athletics,Athletics Men's 100 metres,Trinidad,Namibia,Canada
1996,Athletics,Athletics Men's 110 metres Hurdles,Germany,USA,USA
1996,Athletics,Athletics Men's 20 kilometres Walk,Mexico,Russia,Ecuador
1996,Athletics,Athletics Men's 200 metres,Trinidad,Namibia,USA
1996,Athletics,"Athletics Men's 3,000 metres Steeplechase",Italy,Kenya,Kenya
1996,Athletics,Athletics Men's 4 x 100 metres Relay,Brazil,USA,Canada
1996,Athletics,Athletics Men's 4 x 400 metres Relay,Jamaica,UK,USA
1996,Athletics,Athletics Men's 400 metres,Uganda,UK,USA
1996,Athletics,Athletics Men's 400 metres Hurdles,USA,Zambia,USA
1996,Athletics,"Athletics Men's 5,000 metres",Morocco,Kenya,Burundi
1996,Athletics,Athletics Men's 50 kilometres Walk,Spain,Russia,Poland
1996,Athletics,Athletics Men's 800 metres,Kenya,South Africa,Norway
1996,Athletics,Athletics Men's Decathlon,Czech Republic,Germany,USA
1996,Athletics,Athletics Men's Discus Throw,Belarus,Belarus,Germany
1996,Athletics,Athletics Men's Hammer Throw,Ukraine,USA,Hungary
1996,Athletics,Athletics Men's High Jump,UK,Poland,USA
1996,Athletics,Athletics Men's Javelin Throw,Finland,UK,Czech Republic
1996,Athletics,Athletics Men's Long Jump,USA,Jamaica,USA
1996,Athletics,Athletics Men's Marathon,Kenya,South Korea,South Africa
1996,Athletics,Athletics Men's Pole Vault,Germany,Russia,France
1996,Athletics,Athletics Men's Shot Put,Ukraine,USA,USA
1996,Athletics,Athletics Men's Triple Jump,Cuba,UK,USA
1996,Athletics,"Athletics Women's 1,500 metres",Austria,Romania,Russia
1996,Athletics,Athletics Women's 10 kilometres Walk,China,Italy,Russia
1996,Athletics,"Athletics Women's 10,000 metres",Ethiopia,China,Portugal
1996,Athletics,Athletics Women's 100 metres,USA,Jamaica,USA
1996,Athletics,Athletics Women's 100 metres Hurdles,France,Slovenia,Sweden
1996,Athletics,Athletics Women's 200 metres,Nigeria,Jamaica,France
1996,Athletics,Athletics Women's 4 x 100 metres Relay,Jamaica,Bahamas,USA
1996,Athletics,Athletics Women's 4 x 400 metres Relay,Germany,Nigeria,USA
1996,Athletics,Athletics Women's 400 metres,Nigeria,Australia,France
1996,Athletics,Athletics Women's 400 metres Hurdles,USA,USA,Jamaica
1996,Athletics,"Athletics Women's 5,000 metres",Italy,Kenya,China
1996,Athletics,Athletics Women's 800 metres,Mozambique,Cuba,Russia
1996,Athletics,Athletics Women's Discus Throw,Belarus,Russia,Germany
1996,Athletics,Athletics Women's Heptathlon,UK,Belarus,Syria
1996,Athletics,Athletics Women's High Jump,Ukraine,Greece,Bulgaria
1996,Athletics,Athletics Women's Javelin Throw,Norway,Australia,Finland
1996,Athletics,Athletics Women's Long Jump,USA,Italy,Nigeria
1996,Athletics,Athletics Women's Marathon,Japan,Russia,Ethiopia
1996,Athletics,Athletics Women's Shot Put,Russia,China,Germany
1996,Athletics,Athletics Women's Triple Jump,Czech Republic,Russia,Ukraine
1996,Badminton,Badminton Men's Doubles,Indonesia,Malaysia,Indonesia
1996,Badminton,Badminton Men's Singles,Malaysia,China,Denmark
1996,Badminton,Badminton Mixed Doubles,China,South Korea,South Korea
1996,Badminton,Badminton Women's Doubles,China,South Korea,China
1996,Badminton,Badminton Women's Singles,Indonesia,Indonesia,South Korea
1996,Baseball,Baseball Men's Baseball,USA,Japan,Cuba
1996,Basketball,Basketball Men's Basketball,Lithuania,Serbia,USA
1996,Basketball,Basketball Women's Basketball,Australia,Brazil,USA
1996,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Canada,USA,USA
1996,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Australia,Brazil,Brazil
1996,Boxing,Boxing Men's Bantamweight,Russia,Cuba,Hungary
1996,Boxing,Boxing Men's Featherweight,Argentina,Bulgaria,Thailand
1996,Boxing,Boxing Men's Flyweight,Germany,Kazakhstan,Cuba
1996,Boxing,Boxing Men's Heavyweight,Germany,Canada,Cuba
1996,Boxing,Boxing Men's Light-Flyweight,Spain,Philippines,Bulgaria
1996,Boxing,Boxing Men's Light-Heavyweight,Germany,South Korea,Kazakhstan
1996,Boxing,Boxing Men's Light-Middleweight,Kazakhstan,Cuba,USA
1996,Boxing,Boxing Men's Light-Welterweight,Kazakhstan,Germany,Cuba
1996,Boxing,Boxing Men's Lightweight,Romania,Bulgaria,Algeria
1996,Boxing,Boxing Men's Middleweight,Algeria,Turkey,Cuba
1996,Boxing,Boxing Men's Super-Heavyweight,Nigeria,Tonga,Ukraine
1996,Boxing,Boxing Men's Welterweight,Puerto Rico,Cuba,Russia
1996,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Hungary,Romania,Germany
1996,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Romania,Moldova,Hungary
1996,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Germany,Czech Republic,France
1996,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Hungary,Latvia,Czech Republic
1996,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Hungary,Slovakia,Czech Republic
1996,Canoeing,"Canoeing Men's Canadian Singles, Slalom",France,Czech Republic,Slovakia
1996,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bulgaria,Germany,Italy
1996,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Australia,Italy,Germany
1996,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Russia,Hungary,Germany
1996,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Australia,Italy,Norway
1996,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Poland,Norway,Italy
1996,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Germany,Slovenia,Germany
1996,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Australia,Germany,Sweden
1996,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Sweden,Switzerland,Germany
1996,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Italy,Canada,Hungary
1996,Canoeing,"Canoeing Women's Kayak Singles, Slalom",France,USA,Czech Republic
1996,Cycling,"Cycling Men's 1,000 metres Time Trial",Japan,USA,France
1996,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Australia,France,Italy
1996,Cycling,Cycling Men's Individual Time Trial,UK,Spain,Spain
1996,Cycling,"Cycling Men's Mountainbike, Cross-Country",France,Switzerland,Netherlands
1996,Cycling,Cycling Men's Points Race,Australia,Canada,Italy
1996,Cycling,"Cycling Men's Road Race, Individual",UK,Denmark,Switzerland
1996,Cycling,Cycling Men's Sprint,Canada,USA,Germany
1996,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Australia,Russia,France
1996,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Germany,France,Italy
1996,Cycling,Cycling Women's Individual Time Trial,Canada,France,Russia
1996,Cycling,"Cycling Women's Mountainbike, Cross-Country",USA,Canada,Italy
1996,Cycling,Cycling Women's Points Race,Australia,Netherlands,France
1996,Cycling,"Cycling Women's Road Race, Individual",Canada,Italy,France
1996,Cycling,Cycling Women's Sprint,Netherlands,Australia,France
1996,Diving,Diving Men's Platform,China,Germany,Russia
1996,Diving,Diving Men's Springboard,USA,China,China
1996,Diving,Diving Women's Platform,USA,Germany,China
1996,Diving,Diving Women's Springboard,Canada,Russia,China
1996,Equestrianism,"Equestrianism Mixed Dressage, Individual",Netherlands,Netherlands,Germany
1996,Equestrianism,"Equestrianism Mixed Dressage, Team",USA,Netherlands,Germany
1996,Equestrianism,"Equestrianism Mixed Jumping, Individual",France,Switzerland,Germany
1996,Equestrianism,"Equestrianism Mixed Jumping, Team",Brazil,USA,Germany
1996,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",USA,New Zealand,New Zealand
1996,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",New Zealand,USA,Australia
1996,Fencing,"Fencing Men's Foil, Individual",France,France,Italy
1996,Fencing,"Fencing Men's Foil, Team",Cuba,Poland,Russia
1996,Fencing,"Fencing Men's Sabre, Individual",France,Russia,Russia
1996,Fencing,"Fencing Men's Sabre, Team",Italy,Hungary,Russia
1996,Fencing,"Fencing Men's epee, Individual",Hungary,Cuba,Russia
1996,Fencing,"Fencing Men's epee, Team",France,Russia,Italy
1996,Fencing,"Fencing Women's Foil, Individual",Italy,Italy,Romania
1996,Fencing,"Fencing Women's Foil, Team",Germany,Romania,Italy
1996,Fencing,"Fencing Women's epee, Individual",Hungary,France,France
1996,Fencing,"Fencing Women's epee, Team",Russia,Italy,France
1996,Football,Football Men's Football,Brazil,Argentina,Nigeria
1996,Football,Football Women's Football,Norway,China,USA
1996,Gymnastics,Gymnastics Men's Floor Exercise,Russia,China,Greece
1996,Gymnastics,Gymnastics Men's Horizontal Bar,Belarus,Bulgaria,Germany
1996,Gymnastics,Gymnastics Men's Horse Vault,Belarus,South Korea,Russia
1996,Gymnastics,Gymnastics Men's Individual All-Around,Belarus,Russia,China
1996,Gymnastics,Gymnastics Men's Parallel Bars,Belarus,USA,Ukraine
1996,Gymnastics,Gymnastics Men's Pommelled Horse,Russia,Romania,Switzerland
1996,Gymnastics,Gymnastics Men's Rings,Data Missing,Hungary,Italy
1996,Gymnastics,Gymnastics Men's Team All-Around,Ukraine,China,Russia
1996,Gymnastics,Gymnastics Women's Balance Beam,Romania,Ukraine,USA
1996,Gymnastics,Gymnastics Women's Floor Exercise,USA,Romania,Ukraine
1996,Gymnastics,Gymnastics Women's Horse Vault,Romania,China,Romania
1996,Gymnastics,Gymnastics Women's Individual All-Around,Romania,Romania,Ukraine
1996,Gymnastics,Gymnastics Women's Team All-Around,Romania,Russia,USA
1996,Gymnastics,Gymnastics Women's Uneven Bars,Data Missing,China,Russia
1996,Handball,Handball Men's Handball,Spain,Sweden,Croatia
1996,Handball,Handball Women's Handball,Hungary,South Korea,Denmark
1996,Hockey,Hockey Men's Hockey,Australia,Spain,Netherlands
1996,Hockey,Hockey Women's Hockey,Netherlands,South Korea,Australia
1996,Judo,Judo Men's Extra-Lightweight,Germany,Italy,Japan
1996,Judo,Judo Men's Half-Heavyweight,Brazil,South Korea,Poland
1996,Judo,Judo Men's Half-Lightweight,Brazil,Japan,Germany
1996,Judo,Judo Men's Half-Middleweight,Georgia,Japan,France
1996,Judo,Judo Men's Heavyweight,Belgium,Spain,France
1996,Judo,Judo Men's Lightweight,France,South Korea,Japan
1996,Judo,Judo Men's Middleweight,Germany,Uzbekistan,South Korea
1996,Judo,Judo Women's Extra-Lightweight,Cuba,Japan,North Korea
1996,Judo,Judo Women's Half-Heavyweight,Cuba,Japan,Belgium
1996,Judo,Judo Women's Half-Lightweight,Cuba,South Korea,France
1996,Judo,Judo Women's Half-Middleweight,South Korea,Belgium,Japan
1996,Judo,Judo Women's Heavyweight,France,Cuba,China
1996,Judo,Judo Women's Lightweight,Belgium,South Korea,Cuba
1996,Judo,Judo Women's Middleweight,China,Poland,South Korea
1996,Modern Pentathlon,Modern Pentathlon Men's Individual,Hungary,Russia,Kazakhstan
1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Russia,Bulgaria,Spain
1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Ukraine,Russia,Ukraine
1996,Rowing,Rowing Men's Coxed Eights,Russia,Germany,Netherlands
1996,Rowing,Rowing Men's Coxless Fours,UK,France,Australia
1996,Rowing,Rowing Men's Coxless Pairs,France,Australia,UK
1996,Rowing,Rowing Men's Double Sculls,France,Norway,Italy
1996,Rowing,Rowing Men's Lightweight Coxless Fours,USA,Canada,Denmark
1996,Rowing,Rowing Men's Lightweight Double Sculls,Australia,Netherlands,Switzerland
1996,Rowing,Rowing Men's Quadruple Sculls,Australia,USA,Germany
1996,Rowing,Rowing Men's Single Sculls,Germany,Canada,Switzerland
1996,Rowing,Rowing Women's Coxed Eights,Belarus,Canada,Romania
1996,Rowing,Rowing Women's Coxless Pairs,France,USA,Australia
1996,Rowing,Rowing Women's Double Sculls,Netherlands,China,Canada
1996,Rowing,Rowing Women's Lightweight Double Sculls,Australia,USA,Romania
1996,Rowing,Rowing Women's Quadruple Sculls,Canada,Ukraine,Germany
1996,Rowing,Rowing Women's Single Sculls,Denmark,Canada,Belarus
1996,Sailing,Sailing Men's One Person Dinghy,Netherlands,Belgium,Poland
1996,Sailing,Sailing Men's Two Person Dinghy,Portugal,UK,Ukraine
1996,Sailing,Sailing Men's Windsurfer,Israel,Argentina,Greece
1996,Sailing,Sailing Mixed Multihull,Brazil,Australia,Spain
1996,Sailing,Sailing Mixed One Person Dinghy,Norway,UK,Brazil
1996,Sailing,Sailing Mixed Three Person Keelboat,USA,Russia,Germany
1996,Sailing,Sailing Mixed Two Person Keelboat,Australia,Sweden,Brazil
1996,Sailing,Sailing Women's One Person Dinghy,USA,Netherlands,Denmark
1996,Sailing,Sailing Women's Two Person Dinghy,Ukraine,Japan,Spain
1996,Sailing,Sailing Women's Windsurfer,Italy,New Zealand,China
1996,Shooting,"Shooting Men's Air Pistol, 10 metres",Bulgaria,China,Italy
1996,Shooting,"Shooting Men's Air Rifle, 10 metres",France,Austria,Russia
1996,Shooting,Shooting Men's Double Trap,China,Italy,Australia
1996,Shooting,"Shooting Men's Free Pistol, 50 metres",Italy,Belarus,Russia
1996,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Kazakhstan,Bulgaria,Germany
1996,Shooting,"Shooting Men's Running Target, 10 metres",Czech Republic,China,China
1996,Shooting,Shooting Men's Skeet,Italy,Poland,Italy
1996,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Slovakia,Kazakhstan,Germany
1996,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Austria,Kazakhstan,France
1996,Shooting,Shooting Men's Trap,USA,USA,Australia
1996,Shooting,"Shooting Women's Air Pistol, 10 metres",Bulgaria,Russia,Russia
1996,Shooting,"Shooting Women's Air Rifle, 10 metres",Serbia,Germany,Poland
1996,Shooting,Shooting Women's Double Trap,Australia,Germany,USA
1996,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Poland,Russia,Serbia
1996,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Russia,Bulgaria,China
1996,Softball,Softball Women's Softball,Australia,China,USA
1996,Swimming,"Swimming Men's 1,500 metres Freestyle",UK,Australia,Australia
1996,Swimming,Swimming Men's 100 metres Backstroke,Cuba,Cuba,USA
1996,Swimming,Swimming Men's 100 metres Breaststroke,Germany,USA,Belgium
1996,Swimming,Swimming Men's 100 metres Butterfly,Russia,Australia,Russia
1996,Swimming,Swimming Men's 100 metres Freestyle,Brazil,USA,Russia
1996,Swimming,Swimming Men's 200 metres Backstroke,Italy,USA,USA
1996,Swimming,Swimming Men's 200 metres Breaststroke,Russia,Hungary,Hungary
1996,Swimming,Swimming Men's 200 metres Butterfly,Australia,USA,Russia
1996,Swimming,Swimming Men's 200 metres Freestyle,Australia,Brazil,New Zealand
1996,Swimming,Swimming Men's 200 metres Individual Medley,Canada,Finland,Hungary
1996,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Germany,Russia,USA
1996,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Australia,Russia,USA
1996,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Germany,Sweden,USA
1996,Swimming,Swimming Men's 400 metres Freestyle,Australia,UK,New Zealand
1996,Swimming,Swimming Men's 400 metres Individual Medley,Canada,USA,USA
1996,Swimming,Swimming Men's 50 metres Freestyle,Brazil,USA,Russia
1996,Swimming,Swimming Women's 100 metres Backstroke,South Africa,USA,USA
1996,Swimming,Swimming Women's 100 metres Breaststroke,Australia,USA,South Africa
1996,Swimming,Swimming Women's 100 metres Butterfly,USA,China,USA
1996,Swimming,Swimming Women's 100 metres Freestyle,USA,Germany,China
1996,Swimming,Swimming Women's 200 metres Backstroke,Germany,USA,Hungary
1996,Swimming,Swimming Women's 200 metres Breaststroke,Hungary,USA,South Africa
1996,Swimming,Swimming Women's 200 metres Butterfly,Ireland,Australia,Australia
1996,Swimming,Swimming Women's 200 metres Freestyle,Germany,Germany,Costa Rica
1996,Swimming,Swimming Women's 200 metres Individual Medley,China,Canada,Ireland
1996,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Germany,China,USA
1996,Swimming,Swimming Women's 4 x 100 metres Medley Relay,China,Australia,USA
